position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,min,max
468,Q725_7,Q725_7 Syrian President Bashar al Assad,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
469,Q725_8,Q725_8 Emirati President Mohammed bin Zayed,float64,2406,0,7,"{""1"": ""Very good"", ""2"": ""Good"", ""3"": ""Neither good nor bad"", ""4"": ""Bad"", ""5"": ""Very bad"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
470,Q736B,Q736B What do you think should be the Biden administration’s number one priority in the Middle East and North Africa?,float64,2406,0,9,"{""1"": ""Education"", ""2"": ""Economic development"", ""3"": ""Human rights"", ""4"": ""Infrastructure"", ""5"": ""Palestine question"", ""6"": ""Stability and security"", ""7"": ""Terrorism"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
471,Q734C,Q734C To what extent do you favor or oppose the normalization of relations between Arab states and Israel?,float64,2406,0,6,"{""1"": ""Strongly favor"", ""2"": ""Favor"", ""3"": ""Oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
472,Q738,Q738 Which solution from among the following you prefer to put an end to the Palestinian-Israeli conflict?,float64,2406,0,6,"{""1"": ""Two-state, 1967 borders"", ""2"": ""One state solution"", ""3"": ""Confederation"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
473,Q833B,Concern about growth of sectarian division,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not concerned at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
474,Q733,Q733 To what extent do you approve or disapprove of Russia’s invasion of Ukraine?,float64,2406,0,6,"{""1"": ""Strongly approve"", ""2"": ""Somewhat approve"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
475,Q727_5C,Q727_5C Which country would you prefer to get the contract?,float64,2406,0,8,"{""1"": ""The United States"", ""2"": ""Germany"", ""3"": ""China"", ""4"": ""Turkey"", ""5"": ""France"", ""7"": ""UK"", ""97"": ""None of these countries"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
476,Q727_1A,Q727_1A Which country would build the highest quality?,float64,2406,0,8,"{""1"": ""The United States"", ""2"": ""Germany"", ""3"": ""China"", ""4"": ""Turkey"", ""5"": ""France"", ""7"": ""UK"", ""97"": ""None of these countries"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
477,Q727_2A,Q727_2A Which country would build it for the least amount of money?,float64,2406,0,8,"{""1"": ""The United States"", ""2"": ""Germany"", ""3"": ""China"", ""4"": ""Turkey"", ""5"": ""France"", ""7"": ""UK"", ""97"": ""None of these countries"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
478,Q727_4B,Q727_4B Which country would treat the local workforce the best?,float64,2406,0,8,"{""1"": ""The United States"", ""2"": ""Germany"", ""3"": ""China"", ""4"": ""Turkey"", ""5"": ""France"", ""7"": ""UK"", ""97"": ""None of these countries"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
479,Q728_1B,Q728_1B The development of China’s economic power,float64,1231,1175,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
480,Q728_2B,Q728_2B The development of American economic power,float64,1175,1231,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
481,Q728_4A,Q728_4A Iran’s political influence in the region,float64,1231,1175,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
482,Q728_4B,Q728_4B Saudi Arabia’s political influence in the region,float64,1175,1231,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
483,Q728_5A,Q728_5A Israeli occupation of the Palestinian territories,float64,1231,1175,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
484,Q728_5B,Q728_5B Iran’s nuclear program,float64,1175,1231,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
485,Q728_7,Q728_7 Climate change,float64,2406,0,5,"{""1"": ""Critical"", ""2"": ""Important, not critical"", ""3"": ""Not important"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",1.0,99.0
486,QGAZA1_1,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Israel’s blockade of Gaza since 2007""}",,
487,QGAZA1_2,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Hamas’s launching of rockets into Israel, killing civilians""}",,
488,QGAZA1_3,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Israel’s bombing of Gaza, killing civilians""}",,
489,QGAZA1_4,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Hamas’s attacks on and killing of civilians in Israeli towns bordering Gaza""}",,
490,QGAZA1_5,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Israel’s demand that more than a million Gazan civilians leave the northern cities in the Gaza Strip""}",,
491,QGAZA1_6,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Hamas’s kidnapping and taking hostage Israeli civilians""}",,
492,QGAZA1_7,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Israel’s cutting off the electricity and water supply and assault on civilian infrastructure in Gaza""}",,
493,QGAZA1_8,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Hezbollah’s attacks in Northern Israel""}",,
494,QGAZA1_9,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Israel’s strikes in Syria targeting Iran and its regional proxies""}",,
495,QGAZA1_10,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Iran’s sending weapons to Hezbollah and Hamas""}",,
496,QGAZA1_11,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Act of terrorism: Israel’s strikes in Lebanon""}",,
497,QGAZA1_98,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
498,QGAZA1_99,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
499,QGAZA2,"QGAZA2 In your opinion, which of the following terms do you think best describes the latest events in Gaza?",float64,0,2406,0,"{""1"": ""War"", ""2"": ""Mass killing"", ""3"": ""Conflict"", ""4"": ""Ethnic cleansing"", ""5"": ""Hostilities"", ""6"": ""Massacre"", ""7"": ""Genocide"", ""90"": ""Other"", ""97"": ""All of these terms"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
500,QGAZA3A,"QGAZA3A In your opinion, to what extent do you believe that the Israeli government is committed to a two-state solution that equally preserves the rights and security of both Israelis and Palestinians?",float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
501,QGAZA3B,"QGAZA3B In your opinion, to what extent do you believe that the Israeli public is committed to a two-state solution that equally preserves the rights and security of both Israelis and Palestinians?",float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
502,QGAZA4A,"QGAZA4A In your opinion, to what extent do you believe that Palestinian leadership is committed to a two-state solution that equally preserves the rights and security of both Israelis and Palestinians?",float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
503,QGAZA4B,"QGAZA4B In your opinion, to what extent do you believe that Palestinian public is committed to a two-state solution that equally preserves the rights and security of both Israelis and Palestinians?",float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
504,QGAZA5A_1,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United States""}",,
505,QGAZA5A_2,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""China""}",,
506,QGAZA5A_3,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Russia""}",,
507,QGAZA5A_4,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Saudi Arabia""}",,
508,QGAZA5A_5,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Qatar is defending Palestinian rights""}",,
509,QGAZA5A_6,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United Arab Emirates is defending Palestinian rights""}",,
510,QGAZA5A_7,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Turkey is defending Palestinian rights""}",,
511,QGAZA5A_8,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""European Union is defending Palestinian rights""}",,
512,QGAZA5A_9,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United Nations is defending Palestinian rights""}",,
513,QGAZA5A_10,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Jordan is defending Palestinian rights""}",,
514,QGAZA5A_11,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Egypt is defending Palestinian rights""}",,
515,QGAZA5A_12,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Your Country is defending Palestinian rights""}",,
516,QGAZA5A_91,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""None of these parties are defending Palestinian rights""}",,
517,QGAZA5A_98,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
518,QGAZA5A_99,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
519,QGAZA5A2_1,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Iran is defending Palestinian rights""}",,
520,QGAZA5A2_2,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""South Africa is defending Palestinian rights""}",,
521,QGAZA5A2_3,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Germany is defending Palestinian rights""}",,
522,QGAZA5A2_4,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""France is defending Palestinian rights""}",,
523,QGAZA5A2_5,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""None of these parties are defending Palestinian rights""}",,
524,QGAZA5A2_98,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
525,QGAZA5A2_99,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
526,QGAZA5B_1,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United States is committed to defending Israeli rights""}",,
527,QGAZA5B_2,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""China is committed to defending Israeli rights""}",,
528,QGAZA5B_3,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Russia is committed to defending Israeli rights""}",,
529,QGAZA5B_4,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Saudi Arabia is committed to defending Israeli rights""}",,
530,QGAZA5B_5,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Qatar is committed to defending Israeli rights""}",,
531,QGAZA5B_6,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United Arab Emirates is committed to defending Israeli rights""}",,
532,QGAZA5B_7,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Turkey is committed to defending Israeli rights""}",,
533,QGAZA5B_8,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""European Union is committed to defending Israeli rights""}",,
534,QGAZA5B_9,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United Nations is committed to defending Israeli rights""}",,
535,QGAZA5B_10,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Jordan is committed to defending Israeli rights""}",,
536,QGAZA5B_11,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Egypt is committed to defending Israeli rights""}",,
537,QGAZA5B_12,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Your Country is committed to defending Israeli rights""}",,
538,QGAZA5B_91,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""None of these parties are committed to defending Israeli rights""}",,
539,QGAZA5B_98,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
540,QGAZA5B_99,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
541,QGAZA5C_1,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United States is suited to mediate a fair political solution""}",,
542,QGAZA5C_2,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""China is suited to mediate a fair political solution""}",,
543,QGAZA5C_3,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Russia is suited to mediate a fair political solution""}",,
544,QGAZA5C_4,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Saudi Arabia is suited to mediate a fair political solution""}",,
545,QGAZA5C_5,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Qatar is suited to mediate a fair political solution""}",,
546,QGAZA5C_6,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United Arab Emirates is suited to mediate a fair political solution""}",,
547,QGAZA5C_7,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Turkey is suited to mediate a fair political solution""}",,
548,QGAZA5C_8,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""European Union is suited to mediate a fair political solution""}",,
549,QGAZA5C_9,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""United Nations is suited to mediate a fair political solution""}",,
550,QGAZA5C_10,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Jordan is suited to mediate a fair political solution""}",,
551,QGAZA5C_11,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Egypt is suited to mediate a fair political solution""}",,
552,QGAZA5C_12,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Your Country is suited to mediate a fair political solution""}",,
553,QGAZA5C_13,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Iran is suited to mediate a fair political solution""}",,
554,QGAZA5C_91,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""None of these parties are suited to mediate a fair political solution""}",,
555,QGAZA5C_98,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Don’t know""}",,
556,QGAZA5C_99,,float64,0,2406,0,"{""0"": ""Other"", ""1"": ""Refused to answer""}",,
557,QGAZA6,"QGAZA6 In your opinion, to what extent do you believe the government of [YOUR COUNTRY] uses the Palestinian-Israeli conflict as a justification for the lack of reform?",float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
558,QIRQ1,QIRQ1 To what extent do you support repealing laws allowing rapist to marry their victims?,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
559,QIRQ2A,QIRQ2A Who should decide whether IDPs who are not living in camps return to their governorates of origin?,float64,0,2406,0,"{""1"": ""IDPs themselves"", ""2"": ""Citizens from local community"", ""3"": ""The local government"", ""4"": ""The national government"", ""5"": ""Intl humanitarian orgs"", ""90"": ""Other"", ""98"": ""Don’t know""}",,
560,QIRQ2B,,float64,0,2406,0,"{""1"": ""IDPs themselves"", ""2"": ""Citizens from local community"", ""3"": ""The local government"", ""4"": ""The national government"", ""5"": ""Intl humanitarian orgs"", ""98"": ""Don’t know""}",,
561,QIRQ3_1,QIRQ3_1 Should children of ISIS members with an Iraqi partent be given rights to: Education,float64,0,2406,0,"{""1"": ""Should be granted rights"", ""2"": ""Should be granted rights only if they underwent reintegration program"", ""3"": ""Should not be granted rights"", ""98"": ""Don’t know""}",,
562,QIRQ3_2,,float64,0,2406,0,"{""1"": ""Should be granted rights"", ""2"": ""Should be granted rights only if they underwent reintegration program"", ""3"": ""Should not be granted rights"", ""98"": ""Don’t know""}",,
563,QIRQ4A,Which country has the most positive impact on Iraqi domestic policies?,float64,0,2406,0,"{""1"": ""United States"", ""2"": ""China"", ""3"": ""Iran"", ""4"": ""Saudi Arabia"", ""5"": ""Turkey"", ""96"": ""None of these"", ""97"": ""All of these"", ""99"": ""Decline to answer""}",,
564,QIRQ4B,Which country has the most negative impact on Iraqi domestic policies?,float64,0,2406,0,"{""1"": ""United States"", ""2"": ""China"", ""3"": ""Iran"", ""4"": ""Saudi Arabia"", ""5"": ""Turkey"", ""96"": ""None of these"", ""97"": ""All of these"", ""99"": ""Decline to answer""}",,
565,QJOR5,QJOR5 Have you heard about the cybercrime law approved by the House of Representatives?,float64,0,2406,0,"{""1"": ""Yes"", ""2"": ""No"", ""98"": ""Don’t know""}",,
566,QJOR6,QJOR6 What will the main effect of the cybercrime law? Do you believe it will…,float64,0,2406,0,"{""1"": ""Address electronic fraud, online harassment, cyberbullying"", ""2"": ""Limit freedom of expression"", ""98"": ""Don’t know"", ""99"": ""Decline to answer""}",,
567,QKUW26,,float64,0,2406,0,"{""1"": ""Since the passage of the citizenship law of 1959"", ""2"": ""Since 1985"", ""3"": ""After the liberation of Kuwait in 1991"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
568,QKUW27,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
569,QKUW28_1,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
570,QKUW28_2,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
571,QKUW28_3,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
572,QKUW28_4,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
573,QKUW28_5,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
574,QKUW28_6,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
575,QKUW28_7,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
576,QKUW29_1,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
577,QKUW29_2,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
578,QKUW30,,float64,0,2406,0,"{""1"": ""Government"", ""2"": ""The National Assembly"", ""3"": ""They are both responsible"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
579,QKUW31_1,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
580,QKUW31_2,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know""}",,
581,QKUW31_3,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
582,QKUW31_4,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
583,QKUW32,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
584,QKUW33_1,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
585,QKUW33_2,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
586,QKUW33_3,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
587,QKUW34_1,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
588,QKUW34_2,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
589,QKUW34_3,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
590,QKUW34_4,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
591,QKUW34_5,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
592,QKUW34_6,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
593,QKUW34_7,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
594,QKUW34_8,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
595,QKUW34_9,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
596,QKUW34_10,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
597,QKUW34_11,,float64,0,2406,0,"{""0"": ""Not mentioned""}",,
598,QKUW34_90,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
599,QKUW34_98,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
600,QKUW34_99,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
601,QKUW35,,float64,0,2406,0,"{""1"": ""One line"", ""2"": ""Two lines"", ""3"": ""Three lines"", ""4"": ""Four lines"", ""97"": ""I do not have a mobile line"", ""99"": ""Refused to answer""}",,
602,QKUW36,,float64,0,2406,0,"{""1"": ""Zain"", ""2"": ""VIVA"", ""3"": ""Ooredoo/Wataniya"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
603,QKUW37,,float64,0,2406,0,"{""1"": ""Strongly agree"", ""2"": ""Somewhat agree"", ""3"": ""Somewhat disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know""}",,
604,QKUW38,,float64,0,2406,0,"{""1"": ""Al Qabas"", ""2"": ""Al R’aee"", ""3"": ""Al Anba’"", ""4"": ""Al Jarida"", ""5"": ""Al Nahar"", ""6"": ""Al Siyasa"", ""7"": ""Al Shaid"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
605,QKUW39,,float64,0,2406,0,"{""1"": ""In print"", ""2"": ""The newspaper’s website"", ""3"": ""The newspaper’s mobile application"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
606,QKUW40_1,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
607,QKUW40_2,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
608,QKUW40_3,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
609,QKUW40_4,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
610,QKUW40_5,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
611,QKUW40_90,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
612,QKUW40_97,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
613,QKUW40_98,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
614,QKUW40_99,,float64,0,2406,0,"{""0"": ""Not mentioned"", ""1"": ""Mentioned""}",,
615,QKUW41,,float64,0,2406,0,"{""1"": ""More than it should be"", ""2"": ""Less than it should be"", ""3"": ""Appropriate as is"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
616,QKUW42,,float64,0,2406,0,"{""1"": ""More than it should be"", ""2"": ""Less than it should be"", ""3"": ""Appropriate as is"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
617,QLEB6,,float64,0,2406,0,"{""1"": ""Sectarian system"", ""2"": ""Civil, secular system"", ""3"": ""Federal-sectarian system"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
618,QLEB7,,float64,0,2406,0,"{""1"": ""Yes"", ""2"": ""No"", ""3"": ""Maybe"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
619,Q220LEB,,float64,0,2406,0,"{""1"": ""Strongly agree"", ""2"": ""Agree"", ""3"": ""Disagree"", ""4"": ""Strongly disagree"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
620,QLEB9,,float64,0,2406,0,"{""1"": ""To a great extent"", ""2"": ""To a medium extent"", ""3"": ""To a small extent"", ""4"": ""Not at all"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
621,QLEB10,,float64,0,2406,0,"{""1"": ""Private generator"", ""2"": ""Generator subscription"", ""3"": ""Solar panels"", ""4"": ""No substitute source of energy"", ""90"": ""Other"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
622,QLEB11,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
623,QLEB12,,float64,0,2406,0,"{""1"": ""Strongly support"", ""2"": ""Somewhat support"", ""3"": ""Somewhat oppose"", ""4"": ""Strongly oppose"", ""98"": ""Don’t know"", ""99"": ""Refused to answer""}",,
